id,question,answer,category,source
1982,O Medicare paga pelo Xolair?,"Não . Xolair é o nome de um medicamento e não é coberto pelo Medicare Parte A ou Parte B. Pode ser coberto por um plano independente de medicamentos prescritos da Parte D. Você pode usar a ferramenta de localização de planos no site Medicare.gov para ver quais planos em sua área cobrirão a prescrição. O formulário do plano informará se a prescrição está coberta e em que nível. Por favor, deixe-me saber se eu puder ajudar mais. Muito obrigado.",geral,insurance_qa_v2
1983,O que é melhor Medicaid ou Medicare?,Medicaid é um programa de assistência médica para pessoas com rendimentos muito baixos e bens muito baixos. O Medicare é um programa de seguro saúde para idosos ou deficientes. Não há ninguém melhor que o outro; a questão é qual deles você está qualificado para receber.,geral,insurance_qa_v2
1984,Como comparar cotações de seguros de vida?,"Tudo isso está correto, Peggy. No entanto, é na última frase que você acertou em cheio !! O QUE VOCÊ REALMENTE SE QUALIFICA!!! A subscrição é como você deve comparar o seguro de vida. Não suporto as ponto.com que fazem parecer que todos os planos são iguais e que se trata apenas de preço. AAAAHHH. Altura, peso, tabaco, saúde, histórico familiar, histórico de direção, ocupação, hobbies e MAIS determinam PARA QUE você se qualifica. Você pode ser preferido por uma operadora quando tantas outras podem lhe oferecer padrão. Fazemos algumas dezenas de perguntas quando iniciamos uma conversa sobre seguro de vida. Se o agente com quem você conversa pergunta apenas algumas informações básicas, você está apostando na sorte, e não na subscrição correta no nível da agência. Se você quiser saber mais sobre suas opções de seguro de vida, entre em contato e obtenha o áudio gratuito chamado ``Pare de desperdiçar seu dinheiro com seguro de vida''. - molho",geral,insurance_qa_v2
1985,O seguro de invalidez de curto prazo cobre a maternidade?,"Para que uma apólice de Seguro de Incapacidade pague licenças do trabalho por maternidade ou parto, ela deve ser uma apólice de Invalidez de Curto Prazo. Os termos da apólice dependerão da apólice de Incapacidade de Curto Prazo que você escolher. Lembre-se de que você só pode adquirir esse tipo de cobertura antes de engravidar.",geral,insurance_qa_v2
1986,Por que os inquilinos precisam de seguro para locatários?,"Essa é uma ótima pergunta! Há duas razões pelas quais os inquilinos desejam um seguro para locatários. O primeiro beneficia o proprietário, e é por isso que ele quer que você o tenha – reduz a conta do seguro, o que, esperançosamente, se traduz em um aluguel mais baixo para você. A segunda é que ele protege você, caso um vizinho -LRB- ou você -RRB- danifique acidentalmente seu apartamento e as coisas que você possui. A menos que você tenha muito dinheiro para substituir e consertar tudo, é bom ter sua apólice de locatário. Obrigado por perguntar!",geral,insurance_qa_v2
1987,Quanto o 401K reduzirá o salário?,A maioria dos empregadores dá aos empregados total liberdade sobre a percentagem do seu rendimento a ser contribuída para o programa de reforma. Alguns empregadores tornam a inscrição automática e o funcionário deve optar por ser retirado do programa caso não queira participar. Pode ser que o montante das contribuições também possa ser alterado.,geral,insurance_qa_v2
1988,Quando sacar uma apólice de seguro de vida inteira?,"Essa é uma ótima pergunta! Eu não tenho certeza de quais são seus motivos para lucrar com isso -LRB- `` se rendendo '' -RRB- , mas definitivamente há algumas coisas que você quer pensar primeiro. Que proteção você terá se entregá-la? Você ficará sem seguro ou será colocado em uma posição em que encontrar uma apólice que seja tão acessível quanto aquela que você abandonou não seja razoável? Se for assim, talvez manter a política seja uma ideia melhor. Será que você precisa apenas de um prêmio menor ou de algum dinheiro rápido? Se assim for, talvez reduzir o valor nominal seja uma idéia melhor – o prêmio seria menor e você ainda teria cobertura. Se for necessário dinheiro rápido, talvez um empréstimo de apólice seja melhor, tudo o que você precisa fazer é descobrir com seu agente quanto está disponível com segurança para emprestar da apólice e manter a apólice ativa. Espero que isso ajude, entre em contato comigo se precisar de ajuda, ok? Obrigado por perguntar!",geral,insurance_qa_v2
1989,O que é o seguro de vida Birla?,"O seguro de vida Birla é um seguro de vida vendido através da Birla Sun Life Insurance Company Limited. A empresa é uma joint venture entre o Aditya Birla Group, da Índia, e a Sun Life Financial, Inc, do Canadá. O seguro de vida Birla é vendido principalmente na Índia e representa uma grande parte do setor de seguros de vida naquele país.",geral,insurance_qa_v2
1990,Com que idade o seguro automóvel normalmente diminui?,"Idade 25 se seu histórico de direção for bom. Quando você chega aos 25 anos e não teve multas ou acidentes que resultaram em sinistros de seguro, você é considerado menos arriscado para a seguradora. Eles geralmente reduzem sua taxa, mas mesmo que o façam, é um ótimo momento para refazer a taxa com várias outras empresas. Você normalmente verá ainda mais economia dessa forma.",geral,insurance_qa_v2
1991,É inteligente comprar seguro de vida?,"A questão é muito vaga. Não existe uma resposta perfeita para esta questão geral porque cada pessoa tem uma situação diferente. Fale com um agente profissional local e discuta seus objetivos, situação financeira atual, etc. e você será capaz de elaborar o plano financeiro apropriado. Você descobrirá que algumas pessoas precisam ter necessidades de seguro de vida de 8 dígitos e outras não precisarão de nenhum e precisarão apenas se concentrar no lado da equação para invalidez/cuidados de longo prazo.",geral,insurance_qa_v2
1992,Quanto custa o seguro saúde por mês em Washington?,"O custo associado ao seguro saúde no estado de Washington depende de alguns fatores diferentes. Dependendo da sua renda, você pode achar melhor se inscrever por meio do site Washington Health Plan Finder -LRB- da Washington State Exchange -RRB-, você também pode se inscrever fora da bolsa. A seguir estão esses fatores: idade, fumante/não fumante e, para algumas operadoras, em que condado você mora -LRB-, algumas operadoras não estão disponíveis em todos os condados de Washington -RRB-. Em seguida, você desejará encontrar um plano que seu médico -LRB-s -RRB- aceite, bem como sua escolha de hospital preferida. Depois de restringi-lo usando esse critério, você deverá ter alguns planos que estarão disponíveis para você.",geral,insurance_qa_v2
1993,Qual a diferença entre morte acidental e desmembramento do seguro de vida?,"O Seguro de Morte Acidental e Desmembramento paga o valor nominal ao beneficiário somente quando a morte for causada por acidente, como acidente de carro ou queda de escada. Também pagará pela perda de membros. O Seguro de Vida paga o valor nominal ao beneficiário quando a morte for causada por doença, lesão, velhice ou qualquer outra causa. Pode haver algumas estipulações, como a isenção de suicídio durante os primeiros dois anos. Mas, via de regra, o Seguro de Vida paga em caso de perda de vida. Período .",geral,insurance_qa_v2
1994,O que preciso para vender seguro automóvel?,"A primeira coisa que você precisa é de uma Licença de Seguro Estadual. Verifique com o Departamento de Seguros do seu estado para ver os requisitos. Depois de obter sua licença estadual, você precisará ser contratado por uma seguradora de propriedades e acidentes. Se você é novo no ramo, talvez queira dar uma olhada em empresas cativas. Não sabendo em que estado você se encontra, não posso fazer nenhuma recomendação. Você também pode trabalhar para uma agência de P&C estabelecida.",geral,insurance_qa_v2
1995,Um fundo de seguro de vida apresenta uma declaração de imposto?,"Como um Grantor Trust, a renda é informada na declaração de imposto de renda individual do concedente, de modo que o Irrevogable Life Insurance Trust geralmente não precisa apresentar uma declaração de imposto de renda. Se não houver renda na apólice, talvez seja necessário escrever uma nota inicial ao IRS informando isso. Se a renda for superior a US$ 600/ano, talvez você precise usar o Formulário 1041 para apresentar uma declaração de imposto de renda daquele ano. Contacte o seu consultor fiscal para obter a palavra final sobre este assunto.",geral,insurance_qa_v2
1996,O que é seguro de invalidez e como funciona?,"O seguro de invalidez é a proteção do contracheque contra doenças e lesões. Enquanto o seguro médico paga as despesas de hospitalização, a invalidez paga um benefício ou rendimento isento de impostos quando você não pode trabalhar. Ao registrar uma reclamação junto à empresa, você geralmente tem um período de eliminação de 90 dias antes do início dos benefícios. Os benefícios são pagos durante a sua invalidez de acordo com o período do benefício, ou seja, cinco anos ou até os 65 anos.",geral,insurance_qa_v2
1997,Quem seria o segurado no seguro de invalidez empresarial?,"O Segurado em qualquer apólice de invalidez, seja ela utilizada de forma privada ou em um acordo comercial, é a pessoa que tem potencial para se tornar deficiente. O benefício poderá ser pago à empresa ou ao Segurado, caso o Segurado fique impossibilitado de realizar as tarefas que seu cargo exige.",geral,insurance_qa_v2
1998,Posso obter seguro de vida se tiver insuficiência renal?,"Se você estiver em diálise devido a insuficiência renal, ainda poderá obter seguro de vida garantido, se atender a essas diretrizes de idade. Será classificado durante os primeiros 2-3 anos, o que significa que pagaria um benefício limitado por morte se você falecesse devido a causas naturais durante esse período. A morte acidental geralmente paga 100% desde o primeiro dia.",geral,insurance_qa_v2
